Available,Cost,Event name,Category,Organizer,Link,Date,Beginning Date,Ending Date,Time,Location,Photo,Summary
,,《重建共善：現代社羣關係的再想像》讀書會,01. 與書相遇,hk_nomads,,"26/3, 26/4, 24/5, 26/6",,,8-10pm,獵人書店,,"【《重建共善：現代社羣關係的再想像》讀書會】 @hk_nomads | 26/3, 26/4, 24/5, 26/6 | 獵人書店"
Y,,建造綠色工作坊 - 墊上塑形普拉提,13. 運動下,cic.zcphk,,"24/7, 31/7",,,7-8pm,建造業零碳天地 CIC - Zero Carbon Park,,"【建造綠色工作坊 - 墊上塑形普拉提】 @cic.zcphk | 24/7, 31/7 | 建造業零碳天地 CIC - Zero Carbon Park"
Y,,【傷痛‧失去‧盼望】對談會,11. 身心靈,vwlink.hk,https://www.instagram.com/p/C86__qwxeYj/,25/7,,,7:30-9:30pm,基督教銘恩堂九龍灣堂,Snapinsta.app_449705772_994055529392589_4417581067732371816_n_1024,【【傷痛‧失去‧盼望】對談會】 @vwlink.hk | 25/7 | 基督教銘恩堂九龍灣堂
Y,,LP 首屆跑步訓練班,13. 運動下,lonelypaisley,https://www.instagram.com/p/C8lfMGdS24p/?img_index=1,25/7-12/9,,,7:45-9:15pm,深水埗運動場,Snapinsta.app_449159531_18005029811554611_8028705626544282991_n_1024,【LP 首屆跑步訓練班】 @lonelypaisley | 25/7-12/9 | 深水埗運動場
Y,Free,7月清潔行動：屯門蝴蝶灣海灣,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,25/7,,,,屯門蝴蝶灣海灣,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：屯門蝴蝶灣海灣】 @naturerescuehk | 25/7 | 屯門蝴蝶灣海灣
Y,,小孩喐喐體驗營｜「喐」動快樂 - 創意律動暑期課程,10. 親子關係,quarryside.hk,https://www.instagram.com/p/C8wOn8UJDXk/?img_index=1,"25/7-27/7, 26/8-28/8",,,10-11:15am / 1-2:15pm,舍區 Quarryside,,"【小孩喐喐體驗營｜「喐」動快樂 - 創意律動暑期課程】 @quarryside.hk | 25/7-27/7, 26/8-28/8 | 舍區 Quarryside"
Y,,bookclub23: 《城堡》法蘭茲·卡夫卡,01. 與書相遇,jisaam.books,,"25/7, 28/7",,,7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《城堡》法蘭茲·卡夫卡】 @jisaam.books | 25/7, 28/7 | 貳叄書房(油麻地) / (中環)"
Y,,【Sips & Trips】中東女行 101,06. 留在香港環遊世界,hk.travella,,26/7,,,7:30-9pm,尖沙嘴文化中心 Lemna of the Alchemist,,【【Sips & Trips】中東女行 101】 @hk.travella | 26/7 | 尖沙嘴文化中心 Lemna of the Alchemist
Y,,祝福手繪工作坊,12. 整下野,hillhealing,,26/7,,,7-8:30pm,香港小童群益會總部,,【祝福手繪工作坊】 @hillhealing | 26/7 | 香港小童群益會總部
Y,,生態危機與宗教責任：拉圖對基督信仰的挑戰與寄望,01. 與書相遇,knockknockbookstore,,26/7,,,7:30-9:30pm,knock knock 覺閣,,【生態危機與宗教責任：拉圖對基督信仰的挑戰與寄望】 @knockknockbookstore | 26/7 | knock knock 覺閣
Y,,Live @ Jim Hall - Eric Chong x Rachel Sung,15. 音樂,fountaindechopin,,26/7,,,,Fountain,,【Live @ Jim Hall - Eric Chong x Rachel Sung】 @fountaindechopin | 26/7 | Fountain
Y,,《再現梅窩》新書講座,01. 與書相遇,lionsinkbooks,https://www.instagram.com/p/C8g_l5Duv0t/?img_index=1,26/7,,,8-9:30pm,,,【《再現梅窩》新書講座】 @lionsinkbooks | 26/7 | 
Y,Free,家電維修日 ,12. 整下野,jieyeah1_1,https://www.instagram.com/p/C8egihkOfx-/,26/7,,,7:30-9:30pm,大角咀,Snapinsta.app_448720289_446586141463776_5268202308374031927_n_1080,【家電維修日 】 @jieyeah1_1 | 26/7 | 大角咀
Y,Free,七月藍調之夜,15. 音樂,halfcupsquat,https://www.instagram.com/p/C8mctY0t15_/,26/7,,,7:30-10pm,半杯寮,Snapinsta.app_449013476_506793061706328_3706806592816883623_n_1024,【七月藍調之夜】 @halfcupsquat | 26/7 | 半杯寮
Y,,飄流荷蘭之旅分享會,06. 留在香港環遊世界,m.morpheusantique,https://www.instagram.com/p/C8msvyDh9gq/,26/7,,,8-10pm,The Room by Morpheus Antique,Snapinsta.app_448886587_1006554001477430_1799090078892050719_n_1024,【飄流荷蘭之旅分享會】 @m.morpheusantique | 26/7 | The Room by Morpheus Antique
Y,,《三人問題》 @byron.hahaha @mak2protein @aleclik,15. 音樂,hkc_comedy,https://www.instagram.com/p/C86P98vvrs9/?img_index=1,26/7,,,8-9pm,JCCAC,,【《三人問題》 @byron.hahaha @mak2protein @aleclik】 @hkc_comedy | 26/7 | JCCAC
Y,,《野人如何開口說話》——後戲劇舞台語言探索計劃（成果展演）,07. 藝術野,onandonhk,https://www.instagram.com/p/C8rgfdDPMOg/,26-28/7,,,,牛棚劇場,Snapinsta.app_449063528_990231942857984_5747380763980591678_n_1024,【《野人如何開口說話》——後戲劇舞台語言探索計劃（成果展演）】 @onandonhk | 26-28/7 | 牛棚劇場
Y,,全方位野外夜行生態團,08. 環保與大自然,hkbws1957,,"26/7, 24/8",,,6:30-10pm,城門水塘,,"【全方位野外夜行生態團】 @hkbws1957 | 26/7, 24/8 | 城門水塘"
Y,,新達廣場生活市集,16. 市集,dreamcatcher_market,,26/7-11/8,,,11am-9pm,大埔新達廣場L1中庭,,【新達廣場生活市集】 @dreamcatcher_market | 26/7-11/8 | 大埔新達廣場L1中庭
Y,,建造綠色工作坊 – 升級再造雨遮袋,12. 整下野,cic.zcphk,,27/7,,,2:30-4:30pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 升級再造雨遮袋】 @cic.zcphk | 27/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,哲學・退修日,11. 身心靈,philosophy_n_life,,27/7,,,11:30am-5pm,山峒 Coombe,,【哲學・退修日】 @philosophy_n_life | 27/7 | 山峒 Coombe
Y,,爵士102 從傳奇人物認識爵士樂,15. 音樂,fountaindechopin,,27/7,,,,Fountain,,【爵士102 從傳奇人物認識爵士樂】 @fountaindechopin | 27/7 | Fountain
Y,,香港碑銘資料庫分享,04. 香港人社區文化,lionsinkbooks,https://www.instagram.com/p/C8g_l5Duv0t/?img_index=1,27/7,,,4:30-6pm,,,【香港碑銘資料庫分享】 @lionsinkbooks | 27/7 | 
Y,,立體雲朵紙漿畫工作坊,07. 藝術野,centralmarkethk,https://www.instagram.com/p/C8gIpXABk8o/?img_index=1,27/7,,,2:30-3:30pm,中環中心地下H6 CONET,Snapinsta.app_448867789_888707446630272_6407597944988026128_n_1024,【立體雲朵紙漿畫工作坊】 @centralmarkethk | 27/7 | 中環中心地下H6 CONET
Y,Free,教學生做學生：音樂語言，語言音樂,01. 與書相遇,ben_sir_dr_ben,https://www.instagram.com/p/C8jdSO1BWy3/,27/7,,,7-8:30pm,福建中學附屬學校,Snapinsta.app_448704745_18442398109000435_910881870766209967_n_1080,【教學生做學生：音樂語言，語言音樂】 @ben_sir_dr_ben | 27/7 | 福建中學附屬學校
Y,,爵士102: 從傳奇人物認識爵士樂,07. 藝術野,fountaindechopin,https://www.instagram.com/p/C8o6APuv18k/?img_index=1,27/7,,,8-10pm,Fountain,Snapinsta.app_448800037_18005630510541672_7971914321029919686_n_1080,【爵士102: 從傳奇人物認識爵士樂】 @fountaindechopin | 27/7 | Fountain
Y,Free,香港同志未來講堂,09. 性別關係,connectors.hk,https://www.instagram.com/p/C8rVCAAyXf1/,27/7,,,7-8:30pm,港島/九龍區,Snapinsta.app_449261554_17897142912009788_6130425516532700143_n_1024,【香港同志未來講堂】 @connectors.hk | 27/7 | 港島/九龍區
Y,,社區導賞團《Gen Z（可能/不）知道的大埔》,05. 認識香港,tpjourney2022,https://www.instagram.com/p/C8wqoJYPmqt/,27/7,,,2:30-4:30pm,大埔,,【社區導賞團《Gen Z（可能/不）知道的大埔》】 @tpjourney2022 | 27/7 | 大埔
Y,,光影拾遺——榕樹凹村,05. 認識香港,tour.inno.studio,https://www.instagram.com/p/C88ZFVRvi6o/?img_index=1,27/7,,,1:15-8:30pm,榕樹凹,Snapinsta.app_449494838_17887502424061239_1779208588612165183_n_1024,【光影拾遺——榕樹凹村】 @tour.inno.studio | 27/7 | 榕樹凹
Y,,社區導賞團《鄉村不遠》,05. 認識香港,tpjourney2022,https://www.instagram.com/p/C86kcVsP09G/?img_index=1,27/7,,,2:30-4:30pm,船灣地區,Snapinsta.app_449735464_1122970855465279_1851557334117954257_n_1024,【社區導賞團《鄉村不遠》】 @tpjourney2022 | 27/7 | 船灣地區
Y,,爆笑館《TGIS棟篤笑#29》 @halloflaughshk,15. 音樂,hkc_comedy,https://www.instagram.com/p/C86P98vvrs9/?img_index=1,27/7,,,8:15-9:45pm,Metropolitan Workspace,,【爆笑館《TGIS棟篤笑#29》 @halloflaughshk】 @hkc_comedy | 27/7 | Metropolitan Workspace
Y,,跨性別社群表達藝術治療小組,09. 性別關係,hkexat,https://www.instagram.com/p/C8mFVPBxdgd/,"27/7, 3/8, 10/8, 17/8",,,2-4pm,香港表達藝術治療服務中心,Snapinsta.app_448852097_458514370256873_163454216636932224_n_1024,"【跨性別社群表達藝術治療小組】 @hkexat | 27/7, 3/8, 10/8, 17/8 | 香港表達藝術治療服務中心"
Y,,香港仔．海陸導賞團,05. 認識香港,thefisherhk,,"15/6, 27/7, 24/8",,,10am-12pm,香港仔,,"【香港仔．海陸導賞團】 @thefisherhk | 15/6, 27/7, 24/8 | 香港仔"
Y,,M3氣球市集,,marketfree.m3,,27/7-28/7,,,1-8pm,D2一期2樓THE SPACE,,【M3氣球市集】 @marketfree.m3 | 27/7-28/7 | D2一期2樓THE SPACE
Y,,《香港爵士樂圈》講座 - 第三講：香港爵士樂圈的近況探討,,fountaindechopin,,28/7,,,3pm,Jim Hall @ Fountain,,【《香港爵士樂圈》講座 - 第三講：香港爵士樂圈的近況探討】 @fountaindechopin | 28/7 | Jim Hall @ Fountain
Y,Free,鐵幕旅遊：蘇聯與中亞旅居體驗分享,06. 留在香港環遊世界,hk.travella,https://www.instagram.com/p/C8J0HToBBUf/?img_index=1,28/7,,,2:30-4pm,長沙灣太陽系同學會 SOL Mate Club,Snapinsta.app_448236778_898932538644269_1489593764162443449_n_1024,【鐵幕旅遊：蘇聯與中亞旅居體驗分享】 @hk.travella | 28/7 | 長沙灣太陽系同學會 SOL Mate Club
Y,Free,7月清潔行動：南丫島蘆鬚城,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,28/7,,,,南丫島蘆鬚城,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：南丫島蘆鬚城】 @naturerescuehk | 28/7 | 南丫島蘆鬚城
Y,Free,Community beach cleanups,08. 環保與大自然,hkcleanup,https://www.instagram.com/hkcleanup?igsh=ZjJoN3p2djFieXdk,28/7,,,10am-1pm,South Lemma,Snapinsta.app_447242641_1413776542675778_2664176899270868791_n_1080,【Community beach cleanups】 @hkcleanup | 28/7 | South Lemma
Y,,公海Jam Session hosted by Patrick Lui,15. 音樂,fountaindechopin,,28/7,,,,Fountain,,【公海Jam Session hosted by Patrick Lui】 @fountaindechopin | 28/7 | Fountain
Y,Free,1947年的沙特與卡繆,01. 與書相遇,knockknockbookstore,https://www.instagram.com/p/C8gGiscvDsC/?img_index=1,28/7,,,1-3pm,knock knock 覺閣,Snapinsta.app_448800185_1564114037487045_3714894601404021820_n_1080,【1947年的沙特與卡繆】 @knockknockbookstore | 28/7 | knock knock 覺閣
Y,,流動閱酷「站」邊度,01. 與書相遇,queer_reads_library,https://www.instagram.com/p/C887AzUBcpM/,28/7,,,2-6pm,艺鵠書店,Snapinsta.app_449717635_1496565397916660_1249397473149920364_n_1024,【流動閱酷「站」邊度】 @queer_reads_library | 28/7 | 艺鵠書店
Y,,喐喐探索親子樂｜「喐」動快樂 - 創意律動暑期課程,10. 親子關係,quarryside.hk,https://www.instagram.com/p/C8wPNmSOut7/?img_index=1,"28/7, 18/8",,,10-11:30am / 1-2:30pm,舍區 Quarryside,,"【喐喐探索親子樂｜「喐」動快樂 - 創意律動暑期課程】 @quarryside.hk | 28/7, 18/8 | 舍區 Quarryside"
Y,Free,南亞文化研習小組：南亞服飾,06. 留在香港環遊世界,fredie.hung,https://www.facebook.com/story.php?story_fbid=765679969033889&id=100067756779023&mibextid=xfxF2i&rdid=4mSyMredkro0XhBy&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2FeupULm5sBo2ufofn%2F%3Fmibextid%3DxfxF2i,29/7,,,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞服飾】 @fredie.hung | 29/7 | 少數點文化
Y,,filmclub23 TAKE 3 / 唯有失去一切,01. 與書相遇,jisaam.books,,"29/7, 5/8, 12/8",,,7:30-9pm,貳叄書房 (油麻地),,"【filmclub23 TAKE 3 / 唯有失去一切】 @jisaam.books | 29/7, 5/8, 12/8 | 貳叄書房 (油麻地)"
Y,,「十八有藝」社區演藝計劃《身體年輪》2024-25——跨代工作坊,07. 藝術野,danceless.unlock,,"29/5, 30/7, 3/8, 19/8",,,,Multiple locations,,"【「十八有藝」社區演藝計劃《身體年輪》2024-25——跨代工作坊】 @danceless.unlock | 29/5, 30/7, 3/8, 19/8 | Multiple locations"
Y,Free,7月清潔行動：屯門青龍小石灘,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,30/7,,,,屯門青龍小石灘,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：屯門青龍小石灘】 @naturerescuehk | 30/7 | 屯門青龍小石灘
Y,,HK New Jazz Voice - William Chan,15. 音樂,fountaindechopin,,30/7,,,,Fountain,,【HK New Jazz Voice - William Chan】 @fountaindechopin | 30/7 | Fountain
Y,,Sea Island & Ferry - Live at Fringe Club,15. 音樂,seaislandferry,https://www.instagram.com/p/C8vODEHoHUl/,30/7,,,8pm,Fringe Diary,Snapinsta.app_449435594_18346441528117495_7962746230542597320_n_1024,【Sea Island & Ferry - Live at Fringe Club】 @seaislandferry | 30/7 | Fringe Diary
Y,,體模實習工作坊,09. 性別關係,hklifemodelclub,https://www.instagram.com/p/C833k9-PV9j/?img_index=1,30/7,,,7:30-10:30pm,NuDD @ a.better.tomorrow,Snapinsta.app_449501132_447705218038840_22376118274449253_n_1080,【體模實習工作坊】 @hklifemodelclub | 30/7 | NuDD @ a.better.tomorrow
Y,,米會招募｜2024 秋冬,08. 環保與大自然,caecopaddy,https://www.instagram.com/p/C8qexSTvLt_/?img_index=1,30/7截止,,,,上水 河上鄉,Snapinsta.app_449301912_17961102893781130_4225180564313230807_n_1024,【米會招募｜2024 秋冬】 @caecopaddy | 30/7截止 | 上水 河上鄉
Y,,淺水區 Jam Session,15. 音樂,fountaindechopin,,31/7,,,,Fountain,,【淺水區 Jam Session】 @fountaindechopin | 31/7 | Fountain
Y,,一堂帶你認識攝影的前世今生,07. 藝術野,skip.class.uk,https://www.instagram.com/p/C84vQwPMASL/,31/7,,,8-10pm,Online,Snapinsta.app_449707512_835197934810743_2376659944575480954_n_1080,【一堂帶你認識攝影的前世今生】 @skip.class.uk | 31/7 | Online
Y,,建造綠色工作坊 – 2日劍擊訓練營,13. 運動下,cic.zcphk,,1/8-2/8,,,2:30-4:30pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 2日劍擊訓練營】 @cic.zcphk | 1/8-2/8 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,學海書樓人生學問講座《從歷史看中國音樂現代化》,,hong_kong_central_library,,3/8,,,2:30-4pm,香港中央圖書館地下演講廳,,【學海書樓人生學問講座《從歷史看中國音樂現代化》】 @hong_kong_central_library | 3/8 | 香港中央圖書館地下演講廳
Y,,心理沙龍講座 —《我們與情緒的距離》,11. 身心靈,treeholehk.psychology,https://www.instagram.com/p/C8zIBi7Ib_v/?img_index=6,3/8,,,3:30-5pm,,Snapinsta.app_449397989_997742005686411_7927733724050042071_n_1080,【心理沙龍講座 —《我們與情緒的距離》】 @treeholehk.psychology | 3/8 | 
Y,,HomeSquare 萌寵嘉年華市集,16. 市集,dreamcatcher_market,,"13/6-14/6, 3/8-4/8, 10/8-11/8",,,12-7pm,沙田 HomeSquare L2 & L3/沙田新城市廣場一期一樓寵物同樂園,,"【HomeSquare 萌寵嘉年華市集】 @dreamcatcher_market | 13/6-14/6, 3/8-4/8, 10/8-11/8 | 沙田 HomeSquare L2 & L3/沙田新城市廣場一期一樓寵物同樂園"
Y,,「回收木造拇指琴」親子工作坊,10. 親子關係,kfbg.official,,"3/8, 17/8",,,10am-3:30pm,嘉道理農場暨植物園,,"【「回收木造拇指琴」親子工作坊】 @kfbg.official | 3/8, 17/8 | 嘉道理農場暨植物園"
Y,,慈善普拉提班,13. 運動下,hjoyandmercy,,4/8,,,2:30-3:30pm / 4:00-5:00pm,尖沙咀山林道20號錦興大廈601室,,【慈善普拉提班】 @hjoyandmercy | 4/8 | 尖沙咀山林道20號錦興大廈601室
Y,,常霖法師「禪．攝影」工作坊,11. 身心靈,pause_breathe,https://www.instagram.com/p/C8o001iv6VK/?img_index=1,4/8,,,9:30am-12:30pm,饒宗頤文化館J座文化講堂,Snapinsta.app_448889485_481173020952778_1441271069004425342_n_1080,【常霖法師「禪．攝影」工作坊】 @pause_breathe | 4/8 | 饒宗頤文化館J座文化講堂
Y,,夏日童樂祭：礦村繪本導賞,10. 親子關係,gracecamp35,https://www.instagram.com/p/C8yY7QLvNHK/,4/8,,,2-4:30pm,,,【夏日童樂祭：礦村繪本導賞】 @gracecamp35 | 4/8 | 
Y,,古埃及文常規課程,17. 其他,ilabcwb,https://www.instagram.com/p/C8tc4TJyJrf/?img_index=1,4/8開課,,,,,Snapinsta.app_449338291_18024769376470152_2876057928064449513_n_1080,【古埃及文常規課程】 @ilabcwb | 4/8開課 | 
Y,Free,南亞文化研習小組：南亞經濟產業,06. 留在香港環遊世界,fredie.hung,https://www.facebook.com/story.php?story_fbid=765679969033889&id=100067756779023&mibextid=xfxF2i&rdid=4mSyMredkro0XhBy&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2FeupULm5sBo2ufofn%2F%3Fmibextid%3DxfxF2i,5/8,,,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞經濟產業】 @fredie.hung | 5/8 | 少數點文化
Y,,夏日童樂祭：手作在礦山,10. 親子關係,gracecamp35,https://www.instagram.com/p/C8yY7QLvNHK/,5/8,,,2-4:30pm,,,【夏日童樂祭：手作在礦山】 @gracecamp35 | 5/8 | 
Y,,【個人成長課程】探索愛情價值觀：親密關係工作坊,11. 身心靈,treeholehk.psychology,https://www.instagram.com/p/C8zIBi7Ib_v/?img_index=6,"6/8, 13/8, 20/8, 27/8, 3/9, 10/9",,,7:30-9:30pm,,,"【【個人成長課程】探索愛情價值觀：親密關係工作坊】 @treeholehk.psychology | 6/8, 13/8, 20/8, 27/8, 3/9, 10/9 | "
Y,,室內攀石初體驗,13. 運動下,bgca_yt,https://www.instagram.com/p/C8cAQExPErL/,7/8,,,9:45am-1:30pm,鰂魚涌,Snapinsta.app_448790543_414495648251883_3581394590250836534_n_1024,【室內攀石初體驗】 @bgca_yt | 7/8 | 鰂魚涌
Y,Free,「跨越文化的世界音樂之旅」示範講座——蒙古馬頭琴音樂,07. 藝術野,clickforarts,https://www.instagram.com/p/C8n_-7HyZ-c/?img_index=1,7/8,,,7:30pm,香港太空館演講廳,Snapinsta.app_449175231_839791461352415_2104097382565766880_n_1024,【「跨越文化的世界音樂之旅」示範講座——蒙古馬頭琴音樂】 @clickforarts | 7/8 | 香港太空館演講廳
Y,,bookclub23: 《殘雪自選集》殘雪,01. 與書相遇,jisaam.books,,"8/8, 11/8",,,7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《殘雪自選集》殘雪】 @jisaam.books | 8/8, 11/8 | 貳叄書房(油麻地) / (中環)"
Y,,繪本表達藝術課-小小班——當情緒被看見 ﹙第二期﹚,10. 親子關係,lifereading.vwlink,,"8/8, 10/8, 15/8, 17/8",,,1-:30am-12pm,The LightHouse 光舍,,"【繪本表達藝術課-小小班——當情緒被看見 ﹙第二期﹚】 @lifereading.vwlink | 8/8, 10/8, 15/8, 17/8 | The LightHouse 光舍"
Y,,夏日童樂祭：食在礦山,10. 親子關係,gracecamp35,https://www.instagram.com/p/C8yY7QLvNHK/,10/8,,,2-4:30pm,,,【夏日童樂祭：食在礦山】 @gracecamp35 | 10/8 | 
Y,,慈善普拉提班,13. 運動下,hjoyandmercy,,11/8,,,2:30-3:30pm / 4:00-5:00pm,屯門杯渡99號(99commons) 15樓1519室,,【慈善普拉提班】 @hjoyandmercy | 11/8 | 屯門杯渡99號(99commons) 15樓1519室
Y,,【帶著繪本去旅行】Life Reading暑期繪本活動,10. 親子關係,lifereading.vwlink,,14/8-17/8,,,2:30-3:45pm,德慧文化「閱讀不打烊」閱讀空間,,【【帶著繪本去旅行】Life Reading暑期繪本活動】 @lifereading.vwlink | 14/8-17/8 | 德慧文化「閱讀不打烊」閱讀空間
Y,,八月設計學社,04. 香港人社區文化,urbanroom.social,,14/8-30/8,,,,英皇道1046號益昌大廈地面20號舖,,【八月設計學社】 @urbanroom.social | 14/8-30/8 | 英皇道1046號益昌大廈地面20號舖
Y,,bookclub23: 《生命中不能承受之輕》米蘭·昆德拉,01. 與書相遇,jisaam.books,,"15/8, 18/8",,,7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《生命中不能承受之輕》米蘭·昆德拉】 @jisaam.books | 15/8, 18/8 | 貳叄書房(油麻地) / (中環)"
Y,,齊來畫地圖,04. 香港人社區文化,skip.class.uk,https://www.instagram.com/p/C8XnQDYuvty/,"22/8, 29/8, 5/9, 12/9, 19/9",,,8-10pm,online,,"【齊來畫地圖】 @skip.class.uk | 22/8, 29/8, 5/9, 12/9, 19/9 | online"
Y,,夏日童樂祭：礦山生活自理營,10. 親子關係,gracecamp35,https://www.instagram.com/p/C8yY7QLvNHK/,16/8-17/8,,,,,,【夏日童樂祭：礦山生活自理營】 @gracecamp35 | 16/8-17/8 | 
Y,,人人都可以係神學家：必修心法,11. 身心靈,lifeseeksunderstanding,,"16/8, 23/8, 30/8, 6/9",,,8-9:30pm,online,,"【人人都可以係神學家：必修心法】 @lifeseeksunderstanding | 16/8, 23/8, 30/8, 6/9 | online"
Y,,filmclub23 TAKE 4 / 如果非要在這份愛加上一個期限《西遊記》,01. 與書相遇,jisaam.books,https://www.instagram.com/p/C8qfS_7voXy/?img_index=1,19/8,,,7:30-9pm,貳叄書房(油麻地),Snapinsta.app_449307459_18058178977614349_5549531102083729316_n_1024,【filmclub23 TAKE 4 / 如果非要在這份愛加上一個期限《西遊記》】 @jisaam.books | 19/8 | 貳叄書房(油麻地)
Y,Free,「跨越文化的世界音樂之旅」示範講座——阿根廷探戈音樂,07. 藝術野,clickforarts,https://www.instagram.com/p/C8n_-7HyZ-c/?img_index=1,21/8,,,7:30pm,香港太空館演講廳,Snapinsta.app_449156366_839791474685747_4088070597504180110_n_1024,【「跨越文化的世界音樂之旅」示範講座——阿根廷探戈音樂】 @clickforarts | 21/8 | 香港太空館演講廳
Y,,【2024年「與作家會面」系列︰文學旅人】《在娛樂碎片化的年代，流行文學已不流行》,,hong_kong_central_library,,24/8,,,2:30-4pm,大會堂公共圖書館,,【【2024年「與作家會面」系列︰文學旅人】《在娛樂碎片化的年代，流行文學已不流行》】 @hong_kong_central_library | 24/8 | 大會堂公共圖書館
Y,,《香港爵士樂圈》講座 - 第四講：「香港爵士樂圈」 的再思,,fountaindechopin,,25/8,,,3pm,Jim Hall @ Fountain,,【《香港爵士樂圈》講座 - 第四講：「香港爵士樂圈」 的再思】 @fountaindechopin | 25/8 | Jim Hall @ Fountain
Y,,filmclub23 TAKE 4 / 如果非要在這份愛加上一個期限《半生緣》,01. 與書相遇,jisaam.books,https://www.instagram.com/p/C8qfS_7voXy/?img_index=1,26/8,,,7:30-9pm,貳叄書房(油麻地),Snapinsta.app_449307459_18058178977614349_5549531102083729316_n_1024,【filmclub23 TAKE 4 / 如果非要在這份愛加上一個期限《半生緣》】 @jisaam.books | 26/8 | 貳叄書房(油麻地)
Y,Free,「跨越文化的世界音樂之旅」示範講座——蘇格蘭風笛音樂,07. 藝術野,clickforarts,https://www.instagram.com/p/C8n_-7HyZ-c/?img_index=1,28/8,,,7:30pm,香港太空館演講廳,Snapinsta.app_449177615_839791468019081_4509978923879657879_n_1024,【「跨越文化的世界音樂之旅」示範講座——蘇格蘭風笛音樂】 @clickforarts | 28/8 | 香港太空館演講廳
Y,,暑期本地深度遊：溝草．溝通．溝酒,,icommonhk,,31/8,,,12-6pm,深水埗 黑窗里 / 佐敦NOVA Bar,,【暑期本地深度遊：溝草．溝通．溝酒】 @icommonhk | 31/8 | 深水埗 黑窗里 / 佐敦NOVA Bar
Y,,社區訪談工作坊,04. 香港人社區文化,halfcupsquat,,"1/9, 8/9, 15/9, 21/9, 22/9, 6/10",,,11am-1pm,半杯寮,,"【社區訪談工作坊】 @halfcupsquat | 1/9, 8/9, 15/9, 21/9, 22/9, 6/10 | 半杯寮"
Y,,filmclub23 TAKE 4 / 如果非要在這份愛加上一個期限《挪威的森林》,01. 與書相遇,jisaam.books,https://www.instagram.com/p/C8qfS_7voXy/?img_index=1,2/9,,,7:30-9pm,貳叄書房(油麻地),Snapinsta.app_449307459_18058178977614349_5549531102083729316_n_1024,【filmclub23 TAKE 4 / 如果非要在這份愛加上一個期限《挪威的森林》】 @jisaam.books | 2/9 | 貳叄書房(油麻地)
Y,Free,「跨越文化的世界音樂之旅」示範講座——阿拉伯音樂,07. 藝術野,clickforarts,https://www.instagram.com/p/C8n_-7HyZ-c/?img_index=1,4/9,,,7:30pm,香港太空館演講廳,Snapinsta.app_449158231_839791484685746_1923518563797218152_n_1024,【「跨越文化的世界音樂之旅」示範講座——阿拉伯音樂】 @clickforarts | 4/9 | 香港太空館演講廳
Y,,撒旦狂筆,07. 藝術野,pants.theatre.production,https://www.instagram.com/p/C71HNjMqmu-/,"13/9, 14/9, 15/9, 20/9, 21/9, 22/9",,,,上環文娛中心劇院,Snapinsta.app_446873615_858301019673743_7517972685123218204_n_1024,"【撒旦狂筆】 @pants.theatre.production | 13/9, 14/9, 15/9, 20/9, 21/9, 22/9 | 上環文娛中心劇院"
Y,,【應用劇場 X 幼兒教育】分享會 X體驗環節 X跨專業交流,,tefohk,,14/9,,,10am-5pm,TEFO開放空間,,【【應用劇場 X 幼兒教育】分享會 X體驗環節 X跨專業交流】 @tefohk | 14/9 | TEFO開放空間
Y,,香港記憶2024/25講座系列——《以刀為筆 - 香港篆刻藝術》,04. 香港人社區文化,hong_kong_central_library,https://www.instagram.com/p/C8zX1VTvDtF/,14/9,,,3-5pm,香港中央圖書館地下演講廳,,【香港記憶2024/25講座系列——《以刀為筆 - 香港篆刻藝術》】 @hong_kong_central_library | 14/9 | 香港中央圖書館地下演講廳
Y,,香港記憶2024/25講座系列——《改變與不變: 香港長衫故事》,04. 香港人社區文化,hong_kong_central_library,https://www.instagram.com/p/C8zX1VTvDtF/,16/11,,,3-5pm,大會堂公共圖書館推廣活動室,,【香港記憶2024/25講座系列——《改變與不變: 香港長衫故事》】 @hong_kong_central_library | 16/11 | 大會堂公共圖書館推廣活動室
